Local_ID,Node_ID,OSM_ID,Longitude,Latitude,Degree,Node_Type,Neighbor_Count,lighting,elevation,greenery,crime,Connected_Local_IDs,Connected_Node_IDs
632,260749881,260749881,-3.52768,50.733458,5,5-way Junction,2,0.51,0.22,0.31,0.84,"515, 275","210545958, 59817487"
633,260754242,260754242,-3.528847,50.729349,6,6-way Junction,3,0.53,0.35,0.01,0.23,"1275, 635, 638","5326210106, 260754380, 260755032"
634,260754374,260754374,-3.53008,50.730549,6,6-way Junction,3,0.11,0.37,0.01,0.84,"638, 636, 1066","260755032, 260754960, 1501249793"
635,260754380,260754380,-3.528769,50.729195,6,6-way Junction,3,0.45,0.07,0.79,0,"907, 646, 633","315875791, 260755507, 260754242"
636,260754960,260754960,-3.5305,50.731373,6,6-way Junction,3,0.53,0.37,0.26,0.6,"634, 1170, 637","260754374, 2281263981, 260754986"
637,260754986,260754986,-3.530356,50.731263,2,Through,1,0.24,0.46,0.51,0.65,636,260754960
638,260755032,260755032,-3.529791,50.730064,6,6-way Junction,3,0.27,0.72,0.32,0.61,"649, 633, 634","260755889, 260754242, 260754374"
639,260755316,260755316,-3.527362,50.730271,6,6-way Junction,3,0.38,0.66,0.96,0.1,"643, 437, 640","260755357, 206179643, 260755317"
640,260755317,260755317,-3.528394,50.729918,2,Through,1,0.02,0.71,0.28,0.84,639,260755316
641,260755341,260755341,-3.528657,50.731138,6,6-way Junction,3,0.32,0.01,0.38,0.08,"645, 644, 887","260755370, 260755369, 293999764"
642,260755355,260755355,-3.528715,50.730446,2,Through,1,0.21,0.22,0.84,0,643,260755357
643,260755357,260755357,-3.527786,50.730762,6,6-way Junction,3,0.33,0.66,0.86,0.58,"644, 639, 642","260755369, 260755316, 260755355"
644,260755369,260755369,-3.528212,50.731288,6,6-way Junction,3,0.12,0.48,0.18,0.44,"641, 995, 643","260755341, 641593300, 260755357"
645,260755370,260755370,-3.528985,50.73102,2,Through,1,0.89,0.01,0.75,0.64,641,260755341
646,260755507,260755507,-3.529938,50.729059,6,6-way Junction,3,0.59,0.8,0.49,0.25,"647, 1171, 635","260755658, 2282508720, 260754380"
647,260755658,260755658,-3.530386,50.729014,6,6-way Junction,3,0.68,0.77,0.51,0.02,"646, 648, 444","260755507, 260755679, 208476491"
648,260755679,260755679,-3.53196,50.730822,2,Through,1,0.79,0.55,0.14,0.7,647,260755658
649,260755889,260755889,-3.528992,50.730127,2,Through,1,0.5,0.07,0.04,0.47,638,260755032
650,260756175,260756175,-3.52517,50.732841,5,5-way Junction,3,0.09,0.77,0.75,0.1,"903, 651, 659","306484367, 260756178, 260756662"
651,260756178,260756178,-3.526796,50.733268,5,5-way Junction,2,0.54,0.58,0.5,0.59,"275, 903","59817487, 306484367"
652,260756218,260756218,-3.523904,50.733216,6,6-way Junction,3,0.59,0.78,0.47,0.38,"540, 653, 541","215292742, 260756219, 215292753"
653,260756219,260756219,-3.524438,50.733129,2,Through,1,0.75,0.75,0.75,0.42,652,260756218
654,260756286,260756286,-3.525439,50.732085,6,6-way Junction,3,0.43,0.8,0.8,0.32,"659, 655, 656","260756662, 260756291, 260756494"
655,260756291,260756291,-3.523111,50.731929,2,Through,1,0.13,0.52,0.16,0.79,654,260756286
656,260756494,260756494,-3.525522,50.731725,6,6-way Junction,3,0.28,0.14,0.57,0.73,"361, 658, 654","84911462, 260756588, 260756286"
657,260756497,260756497,-3.52696,50.733089,2,Through,1,0.36,0.67,0.15,0.64,275,59817487
658,260756588,260756588,-3.52616,50.732342,6,6-way Junction,3,0.65,0.62,0.76,0,"656, 659, 1288","260756494, 260756662, 5939610241"
659,260756662,260756662,-3.525357,50.732296,6,6-way Junction,3,0.57,0.74,0.68,0.69,"654, 658, 650","260756286, 260756588, 260756175"
660,261636811,261636811,-3.517339,50.71197,2,Through,1,0.36,0.17,0.92,0.52,418,165985792
661,261636813,261636813,-3.518859,50.712845,2,Through,1,0.99,0.19,0.04,0.54,418,165985792
662,261638403,261638403,-3.533909,50.722611,2,Through,1,0.61,0.89,0.1,0.27,663,261638408
663,261638408,261638408,-3.53432,50.722359,4,4-way Junction,2,0.24,0.75,0.31,0.82,"193, 662","41427737, 261638403"
664,261639084,261639084,-3.541335,50.731375,2,Through,1,0.1,0.91,0.3,0.68,667,261639092
665,261639089,261639089,-3.541575,50.732426,6,6-way Junction,3,0.15,0.76,0.27,0.06,"44, 668, 667","30792303, 261639093, 261639092"
666,261639091,261639091,-3.542366,50.731374,2,Through,1,0.25,0.6,0.92,0.28,667,261639092
667,261639092,261639092,-3.541417,50.731525,6,6-way Junction,3,0.16,0.65,0.26,0.84,"664, 666, 665","261639084, 261639091, 261639089"
668,261639093,261639093,-3.542549,50.731946,2,Through,1,0.19,0.89,0.31,0,665,261639089
669,262899879,262899879,-3.549645,50.713736,6,6-way Junction,3,0.29,0.58,0.77,0.84,"980, 1229, 37","498428251, 3679516332, 26448760"
670,262899888,262899888,-3.550853,50.713445,2,Through,1,0.17,0.63,0.46,0.61,1235,3738092213
671,262899903,262899903,-3.551138,50.714388,2,Through,1,0.9,0.16,0.74,0.42,980,498428251
672,262900195,262900195,-3.54918,50.724869,6,6-way Junction,3,0.08,0.47,0.06,0.25,"673, 961, 50","262900202, 472389198, 33141017"
673,262900202,262900202,-3.547642,50.722859,6,6-way Junction,3,0.52,0.72,0.51,0.12,"677, 672, 675","262900216, 262900195, 262900211"
674,262900210,262900210,-3.547156,50.722442,2,Through,1,0.41,0.27,0.01,0.88,679,262900218
675,262900211,262900211,-3.547582,50.723147,2,Through,1,0.98,0.2,0.03,0.14,673,262900202
676,262900214,262900214,-3.54722,50.722728,2,Through,1,0.11,0.31,0.89,0.67,677,262900216
677,262900216,262900216,-3.547365,50.722682,6,6-way Junction,3,0.4,0.24,0.11,0.32,"679, 673, 676","262900218, 262900202, 262900214"
678,262900217,262900217,-3.547591,50.722552,2,Through,1,0.97,0.21,0.5,0,679,262900218
679,262900218,262900218,-3.547279,50.722621,6,6-way Junction,3,0.87,0.42,0.4,0,"678, 674, 677","262900217, 262900210, 262900216"
680,263714137,263714137,-3.547595,50.709304,6,6-way Junction,3,0.82,0.91,0.39,0.39,"682, 997, 6","263714173, 672113603, 21760997"
681,263714148,263714148,-3.547941,50.709344,4,4-way Junction,2,0.26,0.51,0.9,0.85,"682, 684","263714173, 263714175"
682,263714173,263714173,-3.547823,50.709283,6,6-way Junction,3,0.17,0.19,0,0.34,"680, 681, 997","263714137, 263714148, 672113603"
683,263714174,263714174,-3.549062,50.711213,2,Through,1,0.67,0.08,0.62,0.19,684,263714175
684,263714175,263714175,-3.549756,50.710878,4,4-way Junction,2,0.93,0.7,0.98,0.11,"683, 681","263714174, 263714148"
685,263714201,263714201,-3.549096,50.711897,2,Through,1,0.56,0.38,0.55,0.38,36,26448755
686,263717345,263717345,-3.549737,50.718686,4,4-way Junction,2,0.57,0.82,0.97,0.26,"690, 47","263717393, 33141002"
687,263717346,263717346,-3.549629,50.716178,6,6-way Junction,3,0.28,0.66,0.07,0.83,"688, 728, 978","263717349, 265589227, 498427680"
688,263717349,263717349,-3.548739,50.71587,2,Through,1,0.77,0.8,0.45,0.35,687,263717346
689,263717392,263717392,-3.548488,50.717458,4,4-way Junction,2,0.19,0.27,0.24,0.45,"690, 691","263717393, 263717394"
690,263717393,263717393,-3.549624,50.717441,6,6-way Junction,3,0.32,0.69,0.75,0.02,"689, 978, 686","263717392, 498427680, 263717345"
691,263717394,263717394,-3.548323,50.71756,5,5-way Junction,2,0.43,0.26,0.96,0.82,"46, 782","33140979, 272851457"
692,263717396,263717396,-3.547687,50.715557,6,6-way Junction,3,0.51,0.94,0.3,0.15,"694, 1228, 693","263717406, 3667600508, 263717402"
693,263717402,263717402,-3.548356,50.717383,4,4-way Junction,2,0.24,0.64,0.67,0,"692, 689","263717396, 263717392"
694,263717406,263717406,-3.547596,50.715562,6,6-way Junction,3,0.11,0.32,0.18,0.63,"976, 692, 20","498427244, 263717396, 21761242"
695,265326663,265326663,-3.543594,50.71727,2,Through,1,0.61,0.27,0.54,0.45,697,265326678
696,265326667,265326667,-3.542651,50.717784,7,Complex,3,0.29,0.19,0.43,0.33,"717, 490, 697","265326764, 208609271, 265326678"
697,265326678,265326678,-3.543212,50.717481,6,6-way Junction,3,0.58,0.69,0.99,0.24,"695, 696, 699","265326663, 265326667, 265326683"
698,265326680,265326680,-3.543439,50.716816,2,Through,1,0.15,0.22,0.58,0.7,699,265326683
699,265326683,265326683,-3.542667,50.717143,6,6-way Junction,3,0.48,0.6,0.36,0.09,"698, 1245, 697","265326680, 3952013951, 265326678"
700,265326686,265326686,-3.544003,50.718126,2,Through,1,0.53,0.26,0.09,0.73,709,265326709
701,265326688,265326688,-3.543838,50.719217,2,Through,1,0.05,0.66,0.17,0.63,703,265326694
702,265326691,265326691,-3.542903,50.719087,6,6-way Junction,3,0.34,0.81,0.26,0.35,"714, 492, 703","265326739, 208610132, 265326694"
703,265326694,265326694,-3.543622,50.719184,6,6-way Junction,3,0.13,0.78,0.28,0.41,"702, 701, 705","265326691, 265326688, 265326699"
704,265326696,265326696,-3.544441,50.718993,2,Through,1,0.06,0.76,0.88,0.16,705,265326699
705,265326699,265326699,-3.543743,50.718902,6,6-way Junction,3,0.99,0.19,0.53,0.55,"703, 707, 704","265326694, 265326704, 265326696"
706,265326701,265326701,-3.544578,50.71848,2,Through,1,0.32,0.09,0.48,0.41,707,265326704
707,265326704,265326704,-3.543918,50.718396,6,6-way Junction,3,0.81,0.7,0.13,0.19,"705, 709, 706","265326699, 265326709, 265326701"
708,265326707,265326707,-3.54333,50.718109,6,6-way Junction,3,0.25,0.37,0.85,0.47,"1324, 709, 490","10989972832, 265326709, 208609271"
709,265326709,265326709,-3.543962,50.718254,6,6-way Junction,3,0.68,0.43,0.72,0.82,"707, 700, 708","265326704, 265326686, 265326707"
710,265326712,265326712,-3.542208,50.719178,2,Through,1,0.76,0.03,0.02,0.31,713,265326736
711,265326717,265326717,-3.540313,50.718107,3,3-way Junction,2,0.6,0.26,0.68,0.76,"712, 716","265326722, 265326760"
712,265326722,265326722,-3.540153,50.71819,3,3-way Junction,1,0.47,0.03,0.5,0.22,405,149521149
713,265326736,265326736,-3.541816,50.718834,6,6-way Junction,3,0.41,0.88,0.12,0,"715, 710, 714","265326758, 265326712, 265326739"
714,265326739,265326739,-3.543094,50.718529,6,6-way Junction,3,0.35,0.24,0.43,0.11,"702, 490, 713","265326691, 208609271, 265326736"
715,265326758,265326758,-3.541326,50.718444,5,5-way Junction,3,0.93,0.56,0.49,0.23,"716, 713, 696","265326760, 265326736, 265326667"
716,265326760,265326760,-3.540821,50.718053,5,5-way Junction,2,0.83,0.04,0.12,0.08,"711, 715","265326717, 265326758"
717,265326764,265326764,-3.542091,50.717416,5,5-way Junction,3,0.97,0.67,0.96,0,"560, 696, 716","240760200, 265326667, 265326760"
718,265326766,265326766,-3.544858,50.718992,2,Through,1,0.12,0.32,0.83,0.81,1225,3667335805
719,265326769,265326769,-3.544652,50.71999,6,6-way Junction,3,0.73,0.9,0.71,0.67,"720, 38, 39","265326774, 26448777, 26448778"
720,265326774,265326774,-3.544752,50.719516,6,6-way Junction,3,0.94,0.89,0.5,0.56,"719, 1225, 1163","265326769, 3667335805, 2202313185"
721,265326779,265326779,-3.546848,50.719549,6,6-way Junction,3,0.18,0.33,0.39,0.1,"724, 722, 725","265326805, 265326790, 265353391"
722,265326790,265326790,-3.546823,50.720089,6,6-way Junction,3,0.07,0.9,0.69,0.05,"721, 727, 38","265326779, 265353398, 26448777"
723,265326802,265326802,-3.545153,50.717711,6,6-way Junction,3,0.74,1,0.6,0,"724, 491, 1083","265326805, 208609273, 1620893525"
724,265326805,265326805,-3.546448,50.717507,6,6-way Junction,3,0.57,0.83,0.09,0.63,"723, 784, 721","265326802, 272851459, 265326779"
725,265353391,265353391,-3.548281,50.719514,2,Through,1,0.84,0.84,0.55,0.75,721,265326779
726,265353395,265353395,-3.548788,50.719501,5,5-way Junction,2,0.14,0.25,0.78,0.33,"578, 47","253910878, 33141002"
727,265353398,265353398,-3.548059,50.720422,5,5-way Junction,3,0.8,0.58,0.47,0,"726, 48, 722","265353395, 33141005, 265326790"
728,265589227,265589227,-3.551056,50.715068,2,Through,1,0.2,0.07,0.01,0.48,687,263717346
729,266649633,266649633,-3.544954,50.723796,2,Through,1,0.16,0.09,0.75,0.25,496,208622202
730,266649634,266649634,-3.537543,50.715608,6,6-way Junction,3,0.16,1,0.25,0.33,"1106, 1064, 1100","1769852093, 1487263434, 1676234395"
731,266649645,266649645,-3.538331,50.71507,5,5-way Junction,2,0.81,0.33,0.24,0.47,"483, 732","208591342, 266649647"
732,266649647,266649647,-3.537932,50.715365,5,5-way Junction,3,0.67,0.75,0.19,0.6,"731, 1105, 563","266649645, 1769852086, 240760264"
733,266649648,266649648,-3.541873,50.715253,2,Through,1,0.52,0.81,0.36,0,737,266649660
734,266649655,266649655,-3.540658,50.716033,5,5-way Junction,3,0.36,0.86,0.79,0,"561, 737, 736","240760207, 266649660, 266649659"
735,266649657,266649657,-3.538705,50.714782,6,6-way Junction,3,0.88,1,0.57,0.81,"1045, 759, 1101","1442825900, 270996427, 1676234556"
736,266649659,266649659,-3.539561,50.715299,4,4-way Junction,2,0.39,0.24,0.18,0.15,"1046, 737","1442828591, 266649660"
737,266649660,266649660,-3.541361,50.715649,5,5-way Junction,2,0.82,0.04,0.83,0,"734, 733","266649655, 266649648"
738,266650852,266650852,-3.543683,50.714294,6,6-way Junction,3,0.44,0.41,0.87,0.04,"741, 1289, 1296","266650862, 6356294053, 7311437412"
739,266650856,266650856,-3.545629,50.714244,2,Through,1,0.38,0.13,0.83,0,742,266650865
740,266650859,266650859,-3.545665,50.713568,5,5-way Junction,2,0.46,0.02,0.19,0.3,"742, 281","266650865, 59817966"
741,266650862,266650862,-3.543356,50.713913,5,5-way Junction,2,0.3,0.36,0.44,0.71,"485, 738","208594545, 266650852"
742,266650865,266650865,-3.545757,50.714001,6,6-way Junction,3,0.75,0.78,1,0.13,"740, 743, 739","266650859, 266650866, 266650856"
743,266650866,266650866,-3.547384,50.713879,6,6-way Junction,3,0.5,0.57,0.78,0.29,"281, 1230, 742","59817966, 3679516333, 266650865"
744,266651469,266651469,-3.547398,50.713012,5,5-way Junction,3,0.23,0.31,0.01,0.64,"946, 281, 740","445012160, 59817966, 266650859"
745,266651470,266651470,-3.547223,50.712229,6,6-way Junction,3,0.9,0.65,0.08,0.37,"946, 9, 36","445012160, 21761026, 26448755"
746,269994419,269994419,-3.550944,50.725616,2,Through,1,0.38,0.23,0.44,0.76,747,269994422
747,269994422,269994422,-3.551025,50.725619,6,6-way Junction,3,0.54,0.01,0.86,0.69,"746, 749, 750","269994419, 269994461, 269994506"
748,269994447,269994447,-3.550876,50.7268,4,4-way Junction,2,0.91,0.76,0.57,0,"750, 572","269994506, 248583636"
749,269994461,269994461,-3.551084,50.725622,2,Through,1,0.62,0.62,0.51,0.63,747,269994422
750,269994506,269994506,-3.550953,50.726247,4,4-way Junction,2,0.12,0.76,0.13,0.43,"748, 747","269994447, 269994422"
751,269996044,269996044,-3.550109,50.712824,2,Through,1,0.94,0.04,0.61,0.78,37,26448760
752,270996416,270996416,-3.537883,50.713853,8,Complex,4,0.63,0.84,0.86,0.31,"759, 755, 480, 481","270996427, 270996423, 208588249, 208588878"
753,270996421,270996421,-3.537216,50.712394,6,6-way Junction,3,0.33,0.62,0.39,0.9,"852, 755, 991","288326404, 270996423, 639585122"
754,270996422,270996422,-3.539174,50.712748,6,6-way Junction,3,0.14,0.56,0.78,0.66,"755, 758, 760","270996423, 270996426, 270996428"
755,270996423,270996423,-3.538466,50.712618,8,Complex,4,0.79,0.62,0.98,0.03,"754, 752, 753, 757","270996422, 270996416, 270996421, 270996425"
756,270996424,270996424,-3.541558,50.711358,6,6-way Junction,3,0.62,0.86,0.24,0.43,"757, 770, 771","270996425, 272851358, 272851368"
757,270996425,270996425,-3.540449,50.711141,6,6-way Junction,3,0.53,0.59,0.53,0.86,"756, 755, 758","270996424, 270996423, 270996426"
758,270996426,270996426,-3.539749,50.712556,6,6-way Junction,3,0.89,0.58,0.3,0.69,"763, 754, 757","270996436, 270996422, 270996425"
759,270996427,270996427,-3.539029,50.714071,8,Complex,4,0.79,0.99,0.84,0,"752, 761, 760, 735","270996416, 270996434, 270996428, 266649657"
760,270996428,270996428,-3.53948,50.713113,6,6-way Junction,3,0.15,0.76,0.6,0.63,"754, 763, 759","270996422, 270996436, 270996427"
761,270996434,270996434,-3.540172,50.714288,6,6-way Junction,3,0.31,0.44,0.63,0.24,"759, 762, 1000","270996427, 270996435, 700177818"
762,270996435,270996435,-3.540745,50.713048,6,6-way Junction,3,0.25,0.71,0.82,0,"761, 763, 771","270996434, 270996436, 272851368"
763,270996436,270996436,-3.540047,50.712915,6,6-way Junction,3,0.74,0.39,0.38,0.25,"762, 760, 758","270996435, 270996428, 270996426"
764,270996439,270996439,-3.538766,50.710392,6,6-way Junction,3,0.03,0.23,0.89,0.14,"766, 765, 767","270997532, 270996442, 270997533"
765,270996442,270996442,-3.539803,50.709252,2,Through,1,0.57,0.6,0.54,0.68,764,270996439
766,270997532,270997532,-3.53894,50.710412,2,Through,1,0.76,0.93,0.2,0.21,764,270996439
767,270997533,270997533,-3.537991,50.710336,6,6-way Junction,3,0.88,0.93,0.74,0.63,"764, 22, 768","270996439, 21761312, 270998706"
768,270998706,270998706,-3.537908,50.71066,6,6-way Junction,2,0.34,0.34,0.78,0,"769, 767","270998709, 270997533"
769,270998709,270998709,-3.537789,50.710998,6,6-way Junction,2,0.82,0.53,0.32,0.15,"768, 21","270998706, 21761311"
770,272851358,272851358,-3.541588,50.711284,6,6-way Junction,2,0.11,0.21,0.83,0.14,"756, 770","270996424, 272851358"
771,272851368,272851368,-3.541247,50.712055,6,6-way Junction,3,0.85,1,0.96,0.02,"756, 762, 1099","270996424, 270996435, 1670226965"
772,272851370,272851370,-3.541355,50.713413,2,Through,1,0.13,0.98,0.33,0.02,773,272851371
773,272851371,272851371,-3.541431,50.713484,6,6-way Junction,3,0.4,0.65,1,0.03,"772, 775, 774","272851370, 272851375, 272851373"
774,272851373,272851373,-3.541623,50.713662,6,6-way Junction,3,0.8,0.8,0.17,0.42,"776, 1000, 773","272851379, 700177818, 272851371"
775,272851375,272851375,-3.541493,50.71342,2,Through,1,0.15,0.72,0.22,0.25,773,272851371
776,272851379,272851379,-3.541999,50.713544,6,6-way Junction,3,0.23,0.59,0.19,0.36,"778, 774, 1098","272851386, 272851373, 1670203252"
777,272851383,272851383,-3.542017,50.71287,6,6-way Junction,3,0.72,0.05,0.85,0.18,"778, 1252, 779","272851386, 4446599588, 272851387"
778,272851386,272851386,-3.542298,50.713444,6,6-way Junction,3,0.72,0.45,0.65,0.7,"776, 485, 777","272851379, 208594545, 272851383"
779,272851387,272851387,-3.541852,50.712856,2,Through,1,0.64,0.67,0.17,0.79,777,272851383
780,272851404,272851404,-3.55019,50.720987,2,Through,1,0.69,0.68,0.46,0.34,48,33141005
781,272851455,272851455,-3.548163,50.718668,2,Through,1,0.54,0.37,0.6,0.19,782,272851457
782,272851457,272851457,-3.54864,50.718986,6,6-way Junction,3,0.25,0.94,0.13,0.06,"47, 691, 781","33141002, 263717394, 272851455"
783,272851458,272851458,-3.545762,50.715218,2,Through,1,0.35,0.17,0.85,0.81,784,272851459
784,272851459,272851459,-3.546369,50.715288,6,6-way Junction,3,0.18,0.5,0.8,0,"783, 280, 724","272851458, 59817965, 265326805"
785,272851462,272851462,-3.544205,50.716198,2,Through,1,0.91,0.69,0.52,0.11,487,208597066
786,272851465,272851465,-3.544465,50.715541,6,6-way Junction,3,0.58,0.7,0.99,0.11,"1248, 488, 1186","4323206074, 208597068, 2457325350"
787,276915061,276915061,-3.528913,50.723433,2,Through,1,0.4,0.65,0.43,0.22,889,299022718
788,276915154,276915154,-3.524382,50.721517,2,Through,1,0.46,0.28,0.96,0,404,106201216
789,277303619,277303619,-3.537516,50.733612,6,6-way Junction,3,0.95,0.16,0.63,0.57,"790, 835, 834","277303633, 286500024, 286500001"
790,277303633,277303633,-3.535249,50.732211,6,6-way Junction,3,0.15,0.64,0.65,0.04,"789, 276, 515","277303619, 59817503, 210545958"
791,279797869,279797869,-3.546097,50.721418,2,Through,1,0.59,0.6,0.18,0.53,795,279797895
792,279797881,279797881,-3.543925,50.720303,2,Through,1,0.51,0.18,0.85,0,39,26448778
793,279797882,279797882,-3.546934,50.722065,2,Through,1,0.61,0.71,0.45,0,794,279797884
794,279797884,279797884,-3.546755,50.721753,6,6-way Junction,3,0.02,0.46,0.16,0.89,"793, 795, 803","279797882, 279797895, 279797934"
795,279797895,279797895,-3.546347,50.721309,6,6-way Junction,3,0.87,0.67,0.03,0.06,"794, 791, 801","279797884, 279797869, 279797925"
796,279797899,279797899,-3.546133,50.720979,6,6-way Junction,3,0.93,0.84,0.59,0.63,"797, 801, 798","279797904, 279797925, 279797911"
797,279797904,279797904,-3.546083,50.720673,6,6-way Junction,3,0.57,0.17,0.49,0.41,"796, 1084, 38","279797899, 1620893551, 26448777"
798,279797911,279797911,-3.546513,50.720417,2,Through,1,0.7,0.02,0.67,0,796,279797899
799,279797914,279797914,-3.54596,50.721315,2,Through,1,0.92,0.78,0.92,0.73,800,279797916
800,279797916,279797916,-3.545859,50.721128,6,6-way Junction,3,0.71,0.61,0.09,0.13,"799, 802, 801","279797914, 279797928, 279797925"
801,279797925,279797925,-3.546148,50.721081,6,6-way Junction,3,0.15,0.7,0.75,0.76,"796, 800, 795","279797899, 279797916, 279797895"
802,279797928,279797928,-3.545747,50.720946,2,Through,1,0.58,0.84,0.22,0.06,800,279797916
803,279797934,279797934,-3.546994,50.721705,2,Through,1,0.61,0.8,0.89,0.68,794,279797884
804,279797944,279797944,-3.5483,50.722346,6,6-way Junction,3,0.42,0.96,0.87,0,"805, 49, 811","279797946, 33141013, 279798551"
805,279797946,279797946,-3.548059,50.722358,6,6-way Junction,3,0.74,0.54,0.54,0.35,"804, 814, 809","279797944, 279798706, 279798077"
806,279798012,279798012,-3.547734,50.720328,2,Through,1,0.93,0.49,0.71,0.56,814,279798706
807,279798054,279798054,-3.548116,50.722906,2,Through,1,0.93,0.4,0.3,0.76,809,279798077
808,279798065,279798065,-3.548277,50.722787,2,Through,1,0.45,0.15,0.44,0.79,809,279798077
809,279798077,279798077,-3.548108,50.722786,6,6-way Junction,3,0.11,0.57,0.83,0.72,"807, 808, 805","279798054, 279798065, 279797946"
810,279798488,279798488,-3.548615,50.721274,2,Through,1,0.98,0.28,0.44,0.69,811,279798551
811,279798551,279798551,-3.548368,50.721347,6,6-way Junction,3,0.84,0.92,0.4,0.04,"810, 812, 804","279798488, 279798686, 279797944"
812,279798686,279798686,-3.548323,50.721282,2,Through,1,0.12,0.58,0.5,0.22,811,279798551
813,279798694,279798694,-3.547574,50.720817,2,Through,1,0.92,0.59,0.84,0.07,814,279798706
814,279798706,279798706,-3.54776,50.720346,6,6-way Junction,3,0.87,0.35,0.32,0.21,"806, 813, 805","279798012, 279798694, 279797946"
815,279800661,279800661,-3.549681,50.721171,2,Through,1,0.52,0.05,0.13,0.3,816,279800665
816,279800665,279800665,-3.548812,50.721595,6,6-way Junction,3,0.59,0.03,0.67,0.38,"49, 48, 815","33141013, 33141005, 279800661"
817,279800666,279800666,-3.550189,50.722596,2,Through,1,0.4,0.42,0.82,0.02,818,279800667
818,279800667,279800667,-3.550172,50.722492,6,6-way Junction,3,0.05,0.08,0.06,0.67,"817, 819, 820","279800666, 279800668, 279800669"
819,279800668,279800668,-3.548743,50.722584,6,6-way Junction,3,0.34,0.61,0.25,0.09,"49, 818, 50","33141013, 279800667, 33141017"
820,279800669,279800669,-3.550168,50.722385,2,Through,1,0.8,0.88,0.18,0.18,818,279800667
821,280512229,280512229,-3.535883,50.727277,2,Through,1,0,0.88,0.39,0.47,306,59995633
822,280513125,280513125,-3.535572,50.72715,2,Through,1,0.33,0.66,0.47,0.7,78,34919822
823,280514931,280514931,-3.53464,50.726179,2,Through,1,0.4,0.21,0.72,0.6,79,34919823
824,283239514,283239514,-3.550154,50.728538,2,Through,1,0.54,0.86,0.69,0.5,825,283239516
825,283239516,283239516,-3.550092,50.728483,6,6-way Junction,3,0.92,0.89,0.66,0,"827, 826, 824","283239520, 283239519, 283239514"
826,283239519,283239519,-3.550479,50.728311,4,4-way Junction,2,0.35,0.2,0.32,0.46,"828, 825","283239522, 283239516"
827,283239520,283239520,-3.55002,50.728428,2,Through,1,0.35,0.74,0.87,0,825,283239516
828,283239522,283239522,-3.550304,50.728096,4,4-way Junction,2,0.74,0.29,0.45,0.22,"829, 826","283239535, 283239519"
829,283239535,283239535,-3.550021,50.727556,4,4-way Junction,2,0.45,0.8,1,0.25,"572, 828","248583636, 283239522"
830,286030986,286030986,-3.550869,50.732279,2,Through,1,0.22,1,0.68,0,833,286031001
831,286030993,286030993,-3.550991,50.732872,4,4-way Junction,2,0.45,0.03,0.08,0.19,"1091, 833","1631809844, 286031001"
832,286030997,286030997,-3.550765,50.73234,2,Through,1,0.14,0.9,0.72,0.87,833,286031001
833,286031001,286031001,-3.550845,50.73232,6,6-way Junction,3,0.18,0.62,0.34,0.89,"830, 832, 831","286030986, 286030997, 286030993"
834,286500001,286500001,-3.537819,50.733523,6,6-way Junction,3,0.5,0.97,0.73,0.21,"592, 789, 276","255155014, 277303619, 59817503"
835,286500024,286500024,-3.537269,50.73368,3,3-way Junction,2,0.42,0.47,0.07,0,"789, 514","277303619, 210545946"
836,286501528,286501528,-3.511268,50.732624,2,Through,1,0.91,0.85,0.21,0.02,575,249243095
837,286501531,286501531,-3.510787,50.731132,6,6-way Junction,3,0.36,0.06,0.81,0.25,"354, 424, 574","84906282, 193711394, 249243081"
838,288322916,288322916,-3.529554,50.715951,6,6-way Junction,3,0.58,0.34,0.21,0.84,"839, 466, 463","288322917, 208502386, 208501199"
839,288322917,288322917,-3.529866,50.715753,6,6-way Junction,3,0.63,0.07,0.79,0,"838, 1139, 1141","288322916, 2070399868, 2070400023"
840,288323027,288323027,-3.53237,50.71399,2,Through,1,0.01,0.98,0.33,0.73,475,208508417
841,288323060,288323060,-3.53231,50.713774,6,6-way Junction,3,0.66,0.82,0.67,0,"842, 475, 474","288323118, 208508417, 208508415"
842,288323118,288323118,-3.532404,50.713471,6,6-way Junction,3,0.18,0.85,0.73,0.89,"1114, 841, 1329","1948174259, 288323060, 12095467650"
843,288323365,288323365,-3.532657,50.71568,6,6-way Junction,3,0.96,0.94,0.56,0.19,"1118, 287, 288","1948174447, 59994221, 59994224"
844,288323369,288323369,-3.533346,50.715516,2,Through,1,0.15,0.09,0.26,0.72,1118,1948174447
845,288323394,288323394,-3.533363,50.715346,2,Through,1,0.41,0.39,0.2,0.26,1113,1948174160
846,288323483,288323483,-3.533655,50.713956,6,6-way Junction,3,0.09,0.07,0,0.61,"476, 473, 1113","208509047, 208508413, 1948174160"
847,288323760,288323760,-3.534949,50.715479,2,Through,1,1,0.21,0.28,0.01,848,288323761
848,288323761,288323761,-3.534142,50.715561,6,6-way Junction,3,0.5,0.23,0.63,0.01,"850, 473, 847","288323782, 208508413, 288323760"
849,288323781,288323781,-3.53504,50.715943,2,Through,1,0.6,0.47,0.94,0.75,850,288323782
850,288323782,288323782,-3.534244,50.716019,6,6-way Junction,3,0.07,0.27,0.85,0.82,"848, 286, 849","288323761, 59994215, 288323781"
851,288326126,288326126,-3.535052,50.712706,2,Through,1,0.75,0.1,0.73,0.7,991,639585122
852,288326404,288326404,-3.537269,50.712256,6,6-way Junction,3,0.21,0.17,0.76,0.52,"753, 856, 21","270996421, 288327242, 21761311"
